epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.9319254159927368,0.0003000000142492354,0.8068966269493103,0.9877577424049377,0.5291958451271057
1,0.9884164333343506,0.0003000000142492354,0.6219962239265442,0.9938788414001465,0.4941357970237732
2,0.9928979873657227,0.0003000000142492354,0.590364396572113,0.9968454837799072,0.47189709544181824
3,0.9951732754707336,0.0003000000142492354,0.5662277936935425,0.9981341361999512,0.4552737772464752
4,0.9963583946228027,0.0003000000142492354,0.5465084314346313,0.9986576437950134,0.439556747674942
5,0.9971867799758911,0.0003000000142492354,0.5289115905761719,0.9988455772399902,0.425459623336792
6,0.9976959228515625,0.0003000000142492354,0.5127236843109131,0.9990469217300415,0.4118152856826782
7,0.998012363910675,0.0003000000142492354,0.4979405701160431,0.9990469217300415,0.3992115557193756
8,0.9982827305793762,0.0003000000142492354,0.48399993777275085,0.9993422627449036,0.3864724636077881
